2,13,4289
5,11,4274
50,2,4260
49,2,4233
5,10,4223
12,5,4211
26,1,4164
6,9,4114
52,2,4069
11,3,4051
1,42,3916
70,2,3883
1,250,3872
12,4,3862
27,1,3862
3,12,3852
53,2,3774
15,6,3745
4,12,3737
2,14,3685
28,1,3660
54,2,3620
7,7,3548
6,10,3451
9,6,3446
55,2,3444
56,2,3405
10,4,3372
29,1,3362
2,15,3347
6,11,3345
3,13,3320
57,2,3302
1,43,3280
59,2,3270
7,9,3267
58,2,3237
4,13,3218
60,2,3217
2,16,3211
67,2,3209
12,3,3197
8,9,3156
62,2,3099
61,2,3076
9,5,3031
10,15,3022
31,1,3000
18,7,2981
63,2,2949
4,14,2871
65,2,2854
32,1,2833
2,17,2822
1,44,2807
3,14,2801
10,6,2787
64,2,2759
33,1,2750
10,5,2708
7,11,2698
66,2,2667
5,12,2665
7,10,2652
8,7,2652
4,101,2636
1,45,2619
68,2,2595
500,1,2552
1,50,2551
3,101,2544
69,2,2536
2,18,2518
34,1,2518
35,1,2495
150,1,2472
4,15,2471
3,15,2460
21,8,2423
2,21,2401
1,46,2393
8,10,2390
2,19,2384
8,8,2368
3,16,2358
71,2,2349
16,5,2344
14,3,2332
11,4,2323
36,1,2315
8,11,2292
67,1,2283
6,12,2276
72,2,2268
5,13,2259
73,2,2234
37,1,2225
2,20,2213
4,16,2207
41,1,2165
74,2,2156
11,6,2128
1,47,2125
75,2,2116
9,10,2108
38,1,2099
2,31,2090
76,2,2089
10,16,2060
39,1,2045
3,17,2034
77,2,2006
78,2,1966
1,201,1964
4,17,1963
11,5,1961
79,2,1958
80,2,1951
1,48,1943
9,7,1930
24,9,1926
5,14,1919
12,6,1919
1,49,1909
2,22,1909
9,11,1895
80,1,1882
81,2,1858
9,8,1852
4,18,1844
5,101,1841
1,81,1829
3,18,1826
82,2,1816
42,1,1806
5,15,1796
43,1,1796
3,21,1792
2,23,1790
90,2,1767
250,2,1752
83,2,1751
84,2,1745
20,4,1738
6,13,1713
13,4,1703
85,2,1692
5,16,1687
2,26,1678
15,3,1676
7,12,1666
51,1,1663
87,2,1658
86,2,1644
4,19,1641
2,24,1640
10,7,1635
3,19,1630
91,2,1630
44,1,1629
300,1,1629
15,4,1627
201,1,1622
14,4,1621
4,21,1615
6,14,1608
13,5,1607
3,20,1596
45,1,1590
20,6,1589
88,2,1587
8,12,1580
2,25,1567
27,10,1566
4,20,1563
16,3,1558
2,101,1555
5,17,1531
10,17,1522
1,52,1514
9,9,1510
89,2,1510
100,2,1503
10,8,1501
26,5,1474
2,27,1464
13,6,1464
46,1,1459
85,1,1459
47,1,1441
92,2,1422
93,2,1401
52,1,1393
94,2,1392
49,1,1381
6,15,1372
3,31,1370
6,16,1361
14,5,1353
14,6,1347
95,2,1345
5,18,1338
48,1,1330
96,2,1329
9,12,1324
1,53,1318
4,22,1317
3,22,1291
5,19,1289
10,10,1289
7,13,1285
99,2,1278
2,28,1276
6,101,1275
17,3,1270
11,7,1263
97,2,1263
8,13,1255
7,14,1248
10,9,1247
20,3,1245
5,21,1244
4,23,1238
6,17,1229
98,2,1223
2,29,1219
5,20,1213
53,1,1201
30,11,1190
11,11,1156
18,3,1156
3,23,1154
12,7,1139
10,18,1138
11,8,1136
11,12,1128
54,1,1124
24,7,1111
3,24,1110
2,30,1106
6,18,1098
8,14,1090
6,21,1078
7,15,1078
4,24,1077
3,26,1065
15,5,1058
16,4,1058
6,19,1045
3,25,1044
200,2,1042
4,25,1039
5,22,1013
7,16,1012
19,3,1011
1,54,1009
10,19,1005
101,1,1000
4,26,998
1,55,987
33,12,986
12,8,975
9,13,969
6,20,956
5,23,955
16,6,948
56,1,940
8,15,937
60,1,924
3,100,922
11,10,917
57,1,914
7,17,913
2,32,908
13,7,908
9,14,907
12,11,905
33,6,905
4,100,898
17,5,894
1,61,893
5,24,890
1,56,886
4,31,885
11,9,885
17,4,875
18,6,872
6,22,870
8,16,868
59,1,868
17,6,865
8,17,859
1,57,858
2,201,856
102,2,856
4,27,853
3,27,848
58,1,848
21,3,844
61,1,840
7,101,830
6,23,829
101,2,828
7,19,825
2,33,823
13,11,822
15,7,821
64,1,817
7,18,816
3,28,812
22,3,807
1,59,802
11,13,795
63,1,795
10,20,794
4,28,790
12,12,788
5,25,786
10,21,783
1,58,782
12,13,773
14,7,773
7,20,762
12,9,759
20,5,758
12,10,751
13,8,750
28,8,749
62,1,748
8,18,740
14,8,739
7,21,738
4,29,737
6,24,735
104,2,734
2,34,733
8,19,731
103,2,730
65,1,728
3,29,727
105,2,724
5,26,723
4,201,718
6,25,716
8,20,715
23,3,710
1,60,706
18,4,703
106,2,697
5,100,694
107,2,694
3,30,690
9,15,690
24,3,686
110,2,686
9,16,682
19,6,681
8,21,677
21,4,675
18,5,666
5,27,665
12,14,663
2,35,662
108,2,660
109,2,657
14,11,651
28,3,651
19,4,650
66,1,647
16,7,643
11,14,639
36,13,639
6,26,638
68,1,638
72,1,635
8,101,634
4,30,633
13,9,629
150,2,628
3,201,627
111,2,627
26,6,623
8,22,622
2,36,619
5,28,618
10,22,616
40,7,614
19,5,612
69,1,610
7,23,609
7,22,608
9,17,608
13,10,607
13,12,606
112,2,606
14,9,604
13,14,602
6,27,601
9,18,600
114,2,600
1,63,599
25,6,594
75,1,587
5,29,586
71,1,586
26,3,583
116,2,581
15,8,578
13,13,577
25,3,575
16,8,573
119,2,572
115,2,570
8,23,567
22,5,567
113,2,565
120,2,564
1,62,561
7,24,561
1,151,559
10,23,559
1,64,558
2,37,558
3,32,557
39,14,556
122,2,549
9,19,546
76,1,546
73,1,544
2,51,543
118,2,540
1,65,539
11,15,539
1,66,537
17,8,537
14,12,536
5,201,533
15,11,533
9,21,529
17,7,528
117,2,527
5,31,526
201,3,526
7,25,523
74,1,523
9,20,521
121,2,520
6,28,518
1,67,513
6,201,513
2,38,507
77,1,507
8,24,506
14,10,506
6,29,504
19,7,502
6,100,499
128,2,498
126,2,495
3,33,494
22,4,493
124,2,492
127,2,491
600,1,491
24,4,488
32,9,488
5,30,484
14,13,483
23,6,483
78,1,483
1,68,482
7,26,481
8,201,481
22,6,481
102,1,481
11,16,480
29,3,479
12,16,478
83,1,476
79,1,475
4,32,473
21,6,473
15,9,472
3,34,471
13,15,471
125,1,469
10,24,468
123,2,468
2,41,467
87,1,466
11,17,464
16,11,464
105,1,463
4,33,462
1,71,461
8,26,461
23,4,461
25,4,461
6,31,456
84,1,456
129,2,456
15,10,455
20,7,455
81,1,455
12,15,454
14,15,454
2,39,453
103,1,453
8,25,452
16,9,452
9,23,451
1,70,450
130,2,450
15,12,449
21,5,447
9,22,446
82,1,446
125,2,445
202,4,445
46,8,444
86,1,444
30,4,443
10,26,441
110,1,441
104,1,440
18,8,438
27,3,438
17,9,434
88,1,433
1,100,431
26,4,431
133,2,430
131,2,429
7,201,428
132,2,427
7,27,424
1,69,422
90,1,421
134,2,421
24,5,419
9,101,418
16,10,418
89,1,418
12,17,416
4,34,415
23,5,415
3,35,414
6,30,414
121,1,414
24,6,412
135,2,412
109,1,411
1,72,409
14,14,409
2,40,408
10,25,408
17,11,408
149,2,408
92,1,407
15,14,405
91,1,403
12,18,402
19,8,398
2,100,394
203,5,393
98,1,392
106,1,392
2,42,391
42,15,391
136,2,390
27,6,389
13,16,388
137,2,387
99,1,386
10,27,385
140,2,383
9,24,382
139,2,378
143,2,378
21,7,377
15,13,376
1,74,375
15,16,374
144,2,374
5,32,373
7,28,373
20,8,372
3,36,371
11,18,369
12,19,369
107,1,369
9,201,368
7,29,367
11,20,365
18,9,365
9,25,364
11,21,364
14,16,361
16,13,361
108,1,360
8,28,359
138,2,358
1,73,357
95,1,356
1,76,355
13,17,355
31,3,355
10,201,353
6,32,352
111,1,352
8,27,351
11,19,349
25,5,348
30,3,348
19,11,347
4,35,346
7,31,345
18,11,345
45,16,345
15,15,344
96,1,343
141,2,343
2,43,342
148,2,342
112,1,341
142,2,341
146,2,341
16,12,340
30,7,339
32,3,339
3,51,338
5,34,338
145,2,338
12,21,336
93,1,335
5,33,334
8,29,334
114,1,332
150,3,332
19,9,331
113,1,329
17,10,327
147,2,327
3,61,325
11,22,325
42,4,325
120,1,325
7,30,324
151,2,323
16,15,322
10,101,320
153,2,320
9,26,317
16,14,317
33,3,314
26,7,313
8,31,312
115,1,312
23,7,311
3,37,310
13,18,309
25,7,309
29,6,309
14,17,308
15,17,307
28,6,307
152,2,307
9,28,306
53,9,306
94,1,306
12,20,304
16,16,304
3,41,303
10,28,302
18,10,302
116,1,302
3,38,301
50,11,301
507,1,301
2,44,300
27,5,300
2,47,299
18,12,299
150,4,299
27,4,298
22,7,297
156,2,297
17,14,296
1,102,295
6,33,295
9,27,295
7,100,295
20,11,295
122,1,294
2,45,293
28,5,293
32,6,292
97,1,291
1,75,289
16,17,289
17,13,289
118,1,289
158,2,289
4,36,288
23,8,288
2,61,286
13,19,286
123,1,286
201,15,286
17,12,285
11,201,284
2,81,283
12,22,283
25,8,283
5,35,282
14,18,282
26,11,282
4,99,281
20,10,281
21,9,280
164,2,280
182,2,280
11,23,279
163,2,278
3,39,277
5,36,277
20,9,277
22,8,277
28,4,276
154,2,276
157,2,276
11,24,274
12,201,274
31,5,274
117,1,274
22,11,272
159,2,272
201,20,272
2,46,271
3,99,271
119,1,271
155,2,271
161,2,271
23,9,270
38,3,270
21,11,269
36,3,269
150,5,269
201,12,269
4,61,267
10,29,266
14,21,266
40,5,266
2,50,264
2,48,263
29,5,263
35,3,263
167,2,263
201,16,263
26,8,262
37,3,262
2,49,261
201,18,261
1,79,260
4,37,260
19,10,259
18,13,258
173,2,258
10,30,257
14,19,257
17,15,257
30,6,257
193,2,257
7,32,256
13,20,256
48,17,256
160,2,256
3,40,255
201,17,254
2,52,253
4,41,253
8,30,253
18,17,253
34,3,253
2,53,252
165,2,252
191,2,252
27,7,250
170,2,250
201,11,250
18,16,249
26,9,249
204,6,249
29,4,248
185,2,248
190,2,248
1,78,247
201,2,247
9,29,246
17,16,246
13,21,245
16,18,245
22,10,245
201,13,245
4,38,244
12,24,244
22,9,244
23,11,244
162,2,244
5,61,243
6,35,242
166,2,242
150,6,241
194,2,241
19,14,240
175,2,240
8,33,239
24,8,239
32,5,239
51,18,239
1,77,238
6,34,238
15,18,238
1,1751,238
10,42,237
33,8,237
177,2,237
12,26,236
33,10,236
172,2,236
47,3,235
171,2,235
174,2,235
4,39,234
130,1,234
201,19,234
201,14,233
180,2,232
195,2,232
24,11,231
28,7,231
50,12,231
6,61,230
9,31,230
11,26,230
126,1,230
3,43,229
10,31,229
1,501,229
19,12,229
124,1,229
131,1,229
150,7,229
168,2,229
19,18,228
40,3,228
1,80,227
3,42,227
31,6,227
5,99,226
12,23,226
18,14,226
180,1,226
192,2,226
201,21,226
7,33,225
20,12,225
184,2,225
245,2,225
14,20,224
21,10,224
129,1,224
181,2,224
127,1,223
169,2,223
201,27,223
8,100,222
17,17,222
136,1,222
13,23,221
11,101,221
24,10,220
30,5,220
50,6,220
27,8,219
32,4,219
36,10,219
54,19,219
57,5,219
176,2,219
186,2,219
31,4,218
18,15,217
133,1,217
197,2,217
9,30,216
17,18,216
12,25,215
19,13,215
25,9,215
201,24,215
20,13,214
178,2,214
33,7,213
5,37,212
15,19,212
16,21,212
3,50,211
13,22,211
34,4,211
188,2,211
11,25,210
25,11,210
134,1,210
183,2,210
196,2,210
1,93,209
6,36,209
8,32,209
11,27,209
15,21,209
189,2,209
205,7,209
137,1,208
151,1,208
179,2,208
2,54,206
3,48,206
7,34,206
3,45,204
3,81,204
21,12,204
199,2,204
670,1,204
16,19,203
41,3,203
128,1,203
201,23,203
4,51,202
14,22,202
34,6,202
20,14,201
23,10,201
29,8,201
33,5,201
201,25,200
1,82,199
4,40,199
17,19,199
19,16,199
18,18,198
201,22,198
300,2,198
135,1,197
39,3,196
198,2,196
2,55,195
3,44,195
12,27,195
19,15,194
3,62,192
42,3,192
3,57,191
63,21,191
132,1,191
187,2,191
240,12,190
13,201,189
21,13,188
48,4,188
33,11,187
1,83,186
139,1,186
201,10,186
3,47,185
3,63,185
5,41,185
19,17,185
27,9,185
29,7,185
33,4,185
33,9,185
39,4,185
201,31,185
2,57,184
3,54,184
3,64,184
5,38,184
141,1,184
14,201,183
21,14,183
240,13,183
2,56,182
1,99,182
3,53,182
3,67,182
9,33,182
60,10,182
147,1,182
2,58,181
4,42,181
9,32,181
43,3,181
201,26,181
35,4,180
40,6,180
40,11,180
1,85,179
1,87,179
3,59,179
10,32,179
13,24,179
36,6,179
3,49,178
20,15,178
29,9,178
140,1,178
142,1,178
150,8,178
165,1,178
240,15,178
2,60,177
3,55,177
19,19,177
4,43,176
12,29,176
25,10,176
201,29,176
3,52,175
14,24,175
23,12,175
35,5,175
677,1,175
2,59,174
40,4,174
201,30,174
1,84,173
5,51,173
28,9,173
30,8,173
1,88,172
3,58,172
3,60,172
8,34,172
11,28,172
27,11,172
92,3,172
143,1,172
31,7,171
12,28,170
144,1,170
154,1,170
1,92,169
1,96,169
4,44,169
41,6,169
160,1,169
249,2,169
2,62,168
1,103,168
20,17,168
35,6,168
153,1,168
4,81,167
7,35,167
20,16,167
146,1,167
201,9,167
10,33,166
26,10,166
145,1,166
240,11,166
240,14,166
2,63,165
5,39,165
6,99,165
9,35,165
21,15,165
138,1,165
3,46,164
3,56,164
7,61,164
22,12,164
28,11,164
900,1,164
1,86,163
15,20,163
21,17,163
32,10,163
3,68,162
4,45,162
14,23,162
17,21,162
18,19,162
37,6,162
220,1,162
240,17,162
3,69,161
22,13,161
157,1,161
3,73,160
4,46,160
34,5,160
7,36,159
12,101,159
44,3,159
202,2,159
21,16,158
156,1,158
9,34,157
16,22,157
201,28,157
49,5,156
201,33,156
240,9,156
8,61,155
62,21,155
150,9,155
676,1,155
2,76,154
20,21,154
204,2,154
550,1,154
1,105,153
3,72,153
11,29,153
15,22,153
19,20,153
20,18,153
240,18,153
3,66,152
3,70,152
3,75,152
6,37,152
32,8,152
240,10,152
6,38,151
6,39,151
7,37,151
20,19,151
32,7,151
155,1,151
3,76,150
14,25,150
16,20,150
17,20,150
36,5,150
71,6,150
18,21,149
34,7,149
36,4,149
93,4,149
209,2,149
240,16,149
2,65,148
3,71,148
15,23,148
37,4,148
70,3,148
148,1,148
11,30,147
56,3,147
57,20,147
161,1,147
4,98,146
21,18,146
13,25,145
16,201,145
29,11,145
66,11,145
95,6,145
201,35,145
2,67,144
4,49,144
22,14,144
38,4,144
149,1,144
205,2,144
216,2,144
220,2,144
4,55,143
30,10,143
41,41,143
3,65,142
8,35,142
13,28,142
23,13,142
24,12,142
32,11,142
197,1,142
2,66,141
16,23,141
30,9,141
50,3,141
1,2701,141
162,1,141
675,1,141
4,50,140
5,40,140
27,12,140
45,3,140
152,1,140
13,26,139
21,19,139
31,8,139
9,61,138
10,34,138
24,13,138
26,12,138
34,8,138
41,4,138
217,2,138
6,41,137
13,27,137
29,10,137
159,1,137
1,94,136
4,52,136
5,42,136
38,5,136
48,3,136
60,21,136
158,1,136
163,1,136
171,1,136
1,104,135
4,58,135
49,3,135
3,74,134
3,77,134
4,48,134
35,7,134
167,1,134
201,8,134
225,2,134
240,8,134
4,62,133
4,65,133
10,61,133
22,17,133
1,91,132
4,68,132
181,1,132
2,99,131
37,5,131
39,6,131
201,32,131
2,64,130
4,70,130
5,43,130
21,20,130
94,5,130
201,36,130
203,2,130
248,2,130
3,79,129
4,66,129
4,69,129
4,73,129
10,100,129
19,21,129
15,201,129
25,12,129
41,5,129
1,121,128
4,64,128
8,36,128
9,100,128
18,20,128
36,8,128
38,6,128
40,8,128
44,6,128
150,10,128
164,1,128
182,1,128
11,31,127
12,30,127
23,15,127
26,13,127
37,7,127
39,5,127
206,2,127
210,2,127
212,2,127
240,2,127
4,53,126
6,40,126
22,16,126
24,14,126
201,34,126
206,8,126
166,1,125
172,1,125
201,39,125
14,27,124
15,24,124
17,22,124
28,10,124
218,2,124
247,2,124
4,72,123
14,26,123
23,17,123
25,13,123
44,12,123
168,1,123
170,1,123
201,40,123
207,2,123
246,2,123
1,90,122
2,70,122
3,83,122
4,60,122
5,45,122
12,31,122
22,20,122
23,19,122
179,1,122
238,2,122
251,1,122
2,68,121
4,63,121
4,75,121
5,55,121
6,51,121
7,41,121
1,251,121
7,99,121
13,101,121
20,20,121
178,1,121
195,1,121
240,20,121
4,47,120
5,44,120
4,82,120
10,36,120
12,32,120
15,25,120
23,16,120
31,9,120
43,6,120
1,95,119
2,71,119
3,80,119
3,90,119
4,71,119
4,74,119
4,76,119
235,2,119
240,19,119
4,67,118
11,32,118
23,18,118
63,22,118
173,1,118
183,1,118
201,37,118
213,2,118
2,73,117
3,78,117
14,28,117
15,26,117
21,21,117
31,11,117
199,1,117
400,1,117
4,54,116
4,59,116
18,22,116
22,15,116
223,2,116
242,2,116
4,56,115
1,301,115
23,14,115
27,13,115
45,4,115
46,3,115
50,4,115
1,97,114
2,69,114
16,25,114
22,19,114
51,3,114
201,41,114
219,2,114
1,152,113
5,54,113
25,15,113
185,1,113
192,1,113
208,2,113
215,2,113
8,38,112
10,35,112
13,30,112
36,11,112
176,1,112
240,7,112
2,72,111
11,33,111
24,15,111
35,8,111
35,9,111
184,1,111
186,1,111
202,1,111
201,38,111
1,89,110
2,74,110
3,82,110
7,38,110
221,2,110
224,2,110
227,2,110
5,49,109
4,85,109
16,27,109
17,23,109
43,4,109
45,6,109
70,4,109
70,8,109
177,1,109
214,2,109
244,2,109
2,79,108
3,85,108
4,57,108
6,43,108
8,37,108
36,7,108
190,1,108
201,44,108
3,88,107
8,41,107
38,8,107
50,5,107
196,1,107
211,2,107
222,2,107
226,2,107
229,2,107
240,6,107
3,84,106
10,41,106
14,101,106
25,14,106
44,4,106
50,13,106
188,1,106
243,2,106
23,20,105
23,22,105
25,17,105
25,24,105
42,6,105
187,1,105
1,98,104
1,113,104
3,93,104
3,98,104
6,42,104
6,44,104
22,22,104
31,10,104
37,8,104
43,5,104
47,6,104
70,5,104
201,48,104
231,2,104
3,87,103
4,77,103
4,80,103
14,30,103
23,21,103
24,17,103
35,11,103
237,2,103
247,1,103
3,86,102
1,241,102
9,37,102
12,61,102
16,24,102
18,23,102
24,21,102
46,4,102
175,1,102
425,1,102
1,106,101
2,77,101
5,64,101
17,24,101
26,14,101
174,1,101
239,2,101
5,59,100
5,62,100
5,68,100
7,51,100
11,34,100
14,29,100
15,27,100
19,22,100
22,18,100
34,10,100
169,1,100
198,1,100
201,7,100
232,2,100
234,2,100
5,57,99
19,23,99
60,7,99
70,7,99
76,3,99
194,1,99
4,90,98
9,41,98
10,38,98
26,16,98
28,12,98
34,11,98
39,7,98
47,4,98
53,3,98
230,2,98
4,91,97
4,94,97
22,21,97
28,14,97
42,5,97
201,251,97
241,2,97
20,22,96
21,22,96
29,12,96
44,5,96
70,6,96
201,42,96
201,47,96
228,2,96
5,50,95
5,65,95
10,37,95
25,19,95
37,11,95
54,3,95
203,1,95
210,1,95
3,91,94
6,45,94
7,40,94
8,39,94
57,4,94
189,1,94
3,92,93
4,87,93
5,58,93
4,97,93
32,13,93
65,3,93
73,12,93
191,1,93
275,1,93
4,88,92
5,81,92
8,40,92
13,29,92
14,31,92
33,13,92
47,5,92
193,1,92
209,1,92
240,21,92
5,52,91
11,61,91
25,21,91
28,13,91
38,11,91
41,11,91
49,6,91
76,7,91
201,49,91
205,1,91
218,1,91
233,2,91
241,1,91
1,126,90
4,78,90
4,79,90
5,53,90
4,86,90
52,3,90
58,5,90
2,2701,90
201,43,90
5,63,89
5,67,89
6,81,89
9,36,89
11,35,89
13,31,89
16,26,89
25,16,89
29,13,89
30,13,89
41,7,89
201,45,89
204,1,89
201,301,89
230,1,89
236,2,89
3,89,88
5,47,88
5,56,88
5,60,88
5,76,88
6,46,88
5,98,88
24,16,88
26,17,88
30,12,88
31,12,88
32,14,88
34,9,88
39,9,88
46,6,88
240,5,88
5,48,87
4,83,87
4,84,87
5,74,87
7,39,87
7,42,87
33,14,87
38,7,87
39,8,87
48,13,87
49,4,87
207,9,87
208,1,87
216,1,87
2,82,86
3,97,86
5,46,86
5,75,86
15,101,86
38,9,86
41,8,86
51,7,86
211,1,86
222,1,86
2,75,85
2,78,85
3,95,85
28,15,85
31,13,85
36,9,85
37,9,85
39,11,85
43,8,85
48,5,85
55,3,85
201,58,85
214,1,85
5,69,84
6,48,84
10,39,84
12,34,84
18,25,84
24,18,84
26,15,84
74,3,84
150,11,84
207,1,84
215,1,84
219,1,84
4,89,83
5,77,83
9,38,83
18,24,83
27,16,83
34,13,83
42,8,83
66,23,83
3,96,82
4,93,82
5,66,82
18,201,82
32,12,82
42,7,82
52,4,82
59,3,82
201,51,82
201,64,82
5,87,81
8,51,81
12,33,81
17,26,81
27,14,81
46,5,81
212,1,81
4,92,80
4,96,80
11,100,80
17,201,80
26,21,80
29,15,80
35,10,80
45,5,80
48,6,80
72,25,80
201,46,80
1,131,79
5,85,79
5,94,79
15,28,79
24,19,79
29,14,79
40,9,79
76,8,79
226,1,79
1,108,78
2,80,78
2,121,78
3,94,78
8,42,78
10,51,78
1,591,78
20,23,78
19,201,78
63,3,78
69,24,78
227,1,78
235,1,78
2,84,77
5,78,77
7,43,77
16,28,77
16,31,77
32,15,77
41,9,77
41,10,77
44,7,77
52,6,77
246,1,77
249,1,77
1,109,76
2,151,76
5,71,76
16,29,76
28,17,76
54,4,76
57,3,76
61,3,76
201,55,76
240,4,76
5,70,75
13,61,75
15,29,75
26,19,75
28,16,75
30,15,75
51,4,75
53,4,75
233,1,75
240,22,75
254,2,75
1,107,74
5,79,74
6,62,74
9,40,74
11,36,74
12,36,74
17,25,74
17,101,74
25,18,74
25,20,74
29,17,74
44,11,74
46,7,74
62,3,74
201,61,74
213,1,74
228,1,74
232,1,74
260,2,74
4,95,73
6,47,73
5,80,73
6,55,73
14,32,73
14,61,73
21,23,73
37,10,73
47,7,73
50,14,73
201,50,73
260,1,73
650,1,73
6,53,72
13,32,72
26,18,72
27,21,72
221,1,72
239,1,72
256,2,72
1,153,71
5,82,71
5,89,71
24,23,71
39,10,71
53,5,71
58,3,71
60,3,71
150,12,71
225,1,71
229,1,71
259,1,71
2,87,70
1,143,70
5,72,70
6,50,70
5,97,70
7,46,70
9,51,70
12,35,70
18,26,70
24,20,70
24,22,70
33,15,70
43,7,70
68,6,70
237,1,70
248,1,70
251,2,70
252,1,70
9,39,69
27,17,69
29,19,69
35,12,69
40,13,69
47,9,69
66,4,69
1,2700,69
150,13,69
217,1,69
223,1,69
238,1,69
337,1,69
663,1,69
8,43,68
10,82,68
13,33,68
13,34,68
17,27,68
20,26,68
22,23,68
28,20,68
30,14,68
30,16,68
40,10,68
45,11,68
50,7,68
64,3,68
96,7,68
201,52,68
201,54,68
201,57,68
231,1,68
240,23,68
244,1,68
269,1,68
641,1,68
1,125,67
6,49,67
6,57,67
6,67,67
7,50,67
7,81,67
27,19,67
31,14,67
31,17,67
34,12,67
37,12,67
45,9,67
51,10,67
52,8,67
54,5,67
55,4,67
206,1,67
252,2,67
253,1,67
1,110,66
2,83,66
5,88,66
6,82,66
10,40,66
14,34,66
15,31,66
22,24,66
27,15,66
27,18,66
51,6,66
67,5,66
7,73,65
15,32,65
16,101,65
31,16,65
42,11,65
48,7,65
49,11,65
56,5,65
61,6,65
70,9,65
234,1,65
240,1,65
272,2,65
5,86,64
6,56,64
6,60,64
6,65,64
15,30,64
16,30,64
19,24,64
40,12,64
41,12,64
46,11,64
54,6,64
56,4,64
201,65,64
270,1,64
669,1,64
6,58,63
13,35,63
13,36,63
23,23,63
38,10,63
44,9,63
45,7,63
47,8,63
49,8,63
59,6,63
201,53,63
208,10,63
243,1,63
257,2,63
1000,1,63
1,119,62
5,84,62
5,91,62
14,33,62
25,23,62
41,13,62
47,11,62
53,6,62
50,201,62
64,6,62
201,56,62
201,60,62
261,2,62
265,1,62
450,1,62
1,116,61
2,98,61
1,200,61
5,83,61
6,69,61
6,74,61
7,45,61
6,98,61
12,37,61
19,25,61
19,26,61
26,20,61
29,16,61
30,17,61
36,12,61
66,3,61
65,201,61
200,8,61
201,72,61
245,1,61
253,2,61
261,1,61
601,1,61
2,86,60
1,154,60
6,70,60
7,48,60
8,99,60
17,29,60
25,22,60
28,19,60
29,18,60
29,21,60
35,14,60
44,8,60
48,11,60
51,5,60
58,6,60
66,201,60
76,13,60
80,3,60
201,59,60
201,67,60
240,25,60
262,2,60
267,2,60
313,1,60
4,121,59
6,63,59
6,71,59
6,83,59
8,45,59
8,46,59
11,38,59
12,41,59
33,17,59
34,14,59
41,15,59
42,9,59
50,8,59
76,9,59
201,69,59
258,1,59
259,2,59
262,1,59
673,1,59
2,90,58
1,155,58
6,52,58
6,78,58
8,81,58
18,28,58
1,586,58
28,18,58
30,18,58
43,11,58
45,8,58
51,11,58
54,10,58
59,4,58
97,8,58
201,66,58
201,73,58
236,1,58
255,2,58
263,2,58
275,2,58
280,2,58
510,1,58
659,1,58
6,54,57
7,44,57
6,75,57
18,27,57
18,101,57
21,25,57
20,201,57
26,24,57
46,9,57
56,8,57
256,1,57
282,1,57
285,2,57
288,2,57
651,1,57
2,91,56
1,129,56
1,139,56
